thumb href,tagItemTitle href,tagItemTitle,genericItemIntroText,specialty_codes href,specialty_codes,specialty_codes href (2),specialty_codes (2),specialty_codes href (3),specialty_codes (3),specialty_codes href (4),specialty_codes (4),specialty_codes href (5),specialty_codes (5),specialty_codes href (6),specialty_codes (6),genericItemIntroText (2),specialty_codes href (7),specialty_codes (7),specialty_codes href (8),specialty_codes (8),specialty_codes href (9),specialty_codes (9),genericItemIntroText (3),genericItemIntroText (4),specialty_codes href (10),specialty_codes (10),specialty_codes href (11),specialty_codes (11),specialty_codes href (12),specialty_codes (12),specialty_codes href (13),specialty_codes (13),genericItemIntroText (5),genericItemIntroText (6),genericItemIntroText (7)
https://www.ovations.com.au/ovations-exclusive-speakers/liesl-yearsley,https://www.ovations.com.au/ovations-exclusive-speakers/liesl-yearsley,Liesl Yearsley,"Liesl is a global expert in Artificial Intelligence. Having worked in the field for over two decades. Rather than merely discussing AI, she has a history of constructing and expanding large-scale AI systems, facilitating millions of interactions. With a proven track record as a pioneer, founder, and CEO in the field, Liesl possesses profound, practical expertise. Instead of simply instilling fear about AI, she offers a detailed view of its inner workings, providing insights on managing it and strategies to thrive in the emerging AI-dominated world.",https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Franchise,FRANCHISE,https://www.ovations.com.au/speakers/future-trends,FUTURE / TRENDS,https://www.ovations.com.au/speakers/innovation-technology-social-media,INNOVATION / TECHNOLOGY,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,,,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/don-ardell,https://www.ovations.com.au/speakers/don-ardell,Don Ardell,,https://www.ovations.com.au/speakers/health-lifestyle,HEALTH AND WELLNESS,,,,,,,,,,,"Don is regarded as the father of the modern Wellness Movement in the US and a phenomenal speaker. Don speaks broadly on wellness issues with two main areas of focus, ""Healthy Aging"" and ""Life-Work Balance"". ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/graham-arnold,https://www.ovations.com.au/speakers/graham-arnold,Graham Arnold,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,Graham Arnold is the current assistant coach of the Australian national football team or Qantas Socceroo's as they are more commonly known. He was appointed to work as an assistant to Frank Farina in 2000. When the FFA were looking to sign the now current coach Guus Hiddink his sole condition prior to signing was to talk with Graham to ascertain an insight into the current team and the basis of th ...,,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/eve-ash,https://www.ovations.com.au/speakers/eve-ash,Eve Ash,,https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Franchise,FRANCHISE,https://www.ovations.com.au/speaker-filter-search-results/speakers/Human%20Resources,HUMAN RESOURCES,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,"Eve Ash is one of Australia's most successful producers of training films, television and multimedia packages. Eve was a national winner of the Telstra Businesswomen's awards for Business Owner, as well as winning over 130 international awards for creativity and excellence. Eve trained and worked as a psychologist, and is now a published author and popular public speaker. Her book Rewrite Your Lif ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/stephen-attenborough,https://www.ovations.com.au/speakers/stephen-attenborough,Stephen Attenborough,,https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speakers/future-trends,FUTURE / TRENDS,,,,,,,"After almost 20 years in senior business and client management roles for a top London finance company, Stephen Attenborough escaped a career in investment management and joined Virgin Galactic when the business was launched in 2004. He became the company's first full time employee, his remit to put in place the commercial foundations of the business, at the same time as becoming possibly the world ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/david-avrin,https://www.ovations.com.au/speakers/david-avrin,David Avrin,International Marketing and Branding guru and Best-Selling Author David Avrin brings his high-energy and content-rich signature presentations to audiences around the world. David shows business owners and professionals how to craft and promote a truly marketable brand identity. ...,https://www.ovations.com.au/speakers/communication,COMMUNICATION,https://www.ovations.com.au/speakers/marketing,MARKETING,https://www.ovations.com.au/speakers/retail,RETAIL,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/simon-t-bailey,https://www.ovations.com.au/speakers/simon-t-bailey,Simon T. Bailey,,https://www.ovations.com.au/speakers/change,CHANGE,https://www.ovations.com.au/speakers/corporate-culture,CORPORATE CULTURE,https://www.ovations.com.au/speakers/customer-service,CUSTOMER SERVICE / LOYALTY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Generations,GENERATIONS,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speaker-filter-search-results/speakers/Management,MANAGEMENT,"Voted the best keynote speaker ever heard or used by the readers of Meetings and Conventions magazine, Simon T. Bailey is a compelling instigator who enriches people's lives by encouraging them to create the destiny they want. He does this by illuminating and then magnifying the brilliance inherent in everyone through his positively contagious energy and enthusiasm. His transformational insights, ...",https://www.ovations.com.au/speakers/marketing,MARKETING,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/glenn-a-baker,https://www.ovations.com.au/speakers/glenn-a-baker,Glenn A. Baker,,https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/entertainment,ENTERTAINMENT,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,"Glenn A Baker occupies a unique niche in Australian entertainment. Music expert, intrepid traveller, radio and television presenter, best-selling author and effusive enthusiast; his face and voice have become extremely familiar over the past fifteen years. His capacity to elucidate upon his favourite topics, with accuracy and humour, has been likened to ""talking under wet cement"". His unique knowl ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/corbin-ball,https://www.ovations.com.au/speakers/corbin-ball,Corbin Ball,,https://www.ovations.com.au/speakers/future-trends,FUTURE / TRENDS,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/marketing,MARKETING,,,,,,,"Corbin Ball, CMP, MS is an international speaker, consultant and writer helping clients worldwide use technology to save time and improve productivity. With 20 years of experience running international technology meetings, he now is a highly acclaimed speaker with the ability to make complex subjects understandable and fun. He is the technology columnist for Corporate Meetings and Incentives ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/christopher-barclay,https://www.ovations.com.au/speakers/christopher-barclay,Christopher Barclay,,https://www.ovations.com.au/speakers/communication,COMMUNICATION,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,,,"As founder of one of Asia's well-known corporate learning companies, Chris has delivered programs from the beaches of Thailand to the Great Wall. An avid mountaineering enthusiast, Chris has combined alpine expeditions with experiential learning to create a powerful leadership development curriculum praised by such companies as Nike and Sun Microsystems. Chris has developed over 40 programs includ ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/arj-barker,https://www.ovations.com.au/speakers/arj-barker,Arj Barker,,https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/comedy,COMEDY,,,,,,,,,"Comedian Arj Barker combines observational comedy with deadpan absurdism to create a brand of comedy that's somewhere between Jim Gaffigan and Mitch Hedberg. His onstage persona is that of a person with the conviction of his own ignorance -- always certain, but rarely right. He takes his time with his setups and builds to explosive -- and very funny -- punchlines. ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/stephen-bartholomeusz,https://www.ovations.com.au/speakers/stephen-bartholomeusz,Stephen Bartholomeusz,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,,,,,,,,,"Stephen Bartholomeusz is an Associate editor of Business Spectator. His experience is unquestionable and his attention to the gritty details of business is what sets him apart from his peers. Stephen's innate ability to find and concentrate on unique perspectives about businesses, regulation, changes to companies' competitive landscapes and the business environment at large is a truly unique offer ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/kevin-bartlett,https://www.ovations.com.au/speakers/kevin-bartlett,Kevin Bartlett,,https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,"As one of this country's most legendary sportsmen, Kevin Bartlett is also one of Melbourne's most respected and experienced broadcasters. Having commenced as a commentator with Channel 7 in 1984, Barlett has also worked for the ABC, Sport 927 and is currently a commentator for Fox Footy. ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/bernard-baumohl,https://www.ovations.com.au/speakers/bernard-baumohl,Bernard Baumohl,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Current%20Affairs,CURRENT AFFAIRS,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,,,,,,,"Bernard Baumohl is chief global economist at The Economic Outlook Group. He is well known for being ahead of the curve in assessing the direction of the U.S. and world economy. Mr. Baumohl began his career as an analyst with the Council on Foreign Relations, a think tank specializing on international affairs. He later served as an economist at European American Bank with responsibilities to monito ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/peter-beattie,https://www.ovations.com.au/speakers/peter-beattie,Peter Beattie,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Current%20Affairs,CURRENT AFFAIRS,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,,,,,,"Peter Beattie was the 36th Premier of Queensland for nine years and leader of the Australian Labor Party in that state for eleven and a half years. His sweeping victories in the 2001, 2004 and 2006 state elections confirmed him as one of the most electorally successful politicians in Australia. His interests include economics and trade development, health, local government, housing, criminal law ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/scott-bedbury,https://www.ovations.com.au/speakers/scott-bedbury,Scott Bedbury,,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/marketing,MARKETING,,,,,,,,,"One of the world's leading brand architects, he has honed and proven his methods for building truly successful brands as the marketing executive responsible for two of the most successful branding strategies in business history: Nike's ""Just do it!"" campaign and Starbucks' reinvention of the coffee category. His book, A New Brand World: 8 Principles for Achieving Brand Leadership in the 21st Centu ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/jordan-belfort,https://www.ovations.com.au/speakers/jordan-belfort,Jordan Belfort,,https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/sales,SALES,,,,,"In the 1990s, Jordan Belfort built one of the most dynamic and successful sales-organisations in Wall Street history. To this day, his proprietary sales-training techniques and daily motivational speeches are the 'stuff of legend' - his testimonials confirm he is a 'motivator without peer', who can take virtually any individual, regardless of age, race, sex, educational background or social status ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/chip-bell,https://www.ovations.com.au/speakers/chip-bell,Chip Bell,,https://www.ovations.com.au/speakers/customer-service,CUSTOMER SERVICE / LOYALTY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Human%20Resources,HUMAN RESOURCES,https://www.ovations.com.au/speakers/innovation-technology-social-media,INNOVATION / TECHNOLOGY,,,,,,,"Chip Bell's consulting practice helps organisations build a culture that supports long-term customer loyalty. Prior to starting a consulting firm, he was Vice President and Director of Management and Organisation Development for NCBN, now Bank of America. Dr Bell holds graduate degrees in organisational psychology and human resource development from Vanderbilt University and George Washington Un ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/greg-bell,https://www.ovations.com.au/speakers/greg-bell,Greg Bell,,https://www.ovations.com.au/speakers/change,CHANGE,https://www.ovations.com.au/speakers/communication,COMMUNICATION,https://www.ovations.com.au/speakers/corporate-culture,CORPORATE CULTURE,https://www.ovations.com.au/speaker-filter-search-results/speakers/Human%20Resources,HUMAN RESOURCES,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speaker-filter-search-results/speakers/Management,MANAGEMENT,"Greg Bell, author of Water The Bamboo: Unleashing the Potential of Teams and Individuals, is a recognised thought leader. As a student and keen observer of highly successful people and teams, he distills his findings into the Water The Bamboo methodology. Water The Bamboo is a metaphor for individual and team success. If you water giant timber bamboo in the 1st year, nothing happens. In the seco ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Personal%20Development,PERSONAL DEVELOPMENT,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/shannon-bennett,https://www.ovations.com.au/speakers/shannon-bennett,Shannon Bennett,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Chef,CHEF,,,,,,,,,,,"He's the enfant terrible of the Melbourne restaurant scene, if only because of his passion for things French, including foie gras and fine wines. Having fashioned his own innovative ways of cooking without compromise in principles or ingredient, Shannon Bennett of Melbourne's Vue de Monde, is testament to the belief that food can be a wondrous, unforgettable experience. ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/michael-bergdahl,https://www.ovations.com.au/speakers/michael-bergdahl,Michael Bergdahl,,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/retail,RETAIL,,,,,,,,,"Michael Bergdahl is an experienced international business speaker, author and turnaround specialist. He developed his skills as a speaker, trainer, motivator, and coach with a lifetime of on-hands experience in the business world working at Wal-Mart headquarters with Sam Walton. He is a business speaker with substance, who is one part business, one part inspiration and one part storyteller. His ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/kivi-bernhard,https://www.ovations.com.au/speakers/kivi-bernhard,Kivi Bernhard,,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,,,,,,,,,"Often described as an amalgamation of 'Crocodile Dundee' and 'Jerry McGuire with a yarmulke,' Kivi is a riveting and captivating orator. Using the hunting habits and techniques of the African leopard, perhaps the most successful feline predator on earth, Kivi draws metaphors of personal and corporate leadership, trust and success that will leave you spellbound. Inspired by his passion for Africa, ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/don-beveridge,https://www.ovations.com.au/speakers/don-beveridge,Don Beveridge,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Management,MANAGEMENT,https://www.ovations.com.au/speakers/marketing,MARKETING,https://www.ovations.com.au/speakers/sales,SALES,,,,,,,"""America's Most Outstanding Business Speaker!""
Don Beveridge is a skilled, tested, proven business executive who presents challenging, cutting edge information that deals with vital business issues.

""Of course there are stars, such as Tom Peters of In Search of Excellence. But none is a star like Beveridge."" - Forbes Magazine

Don Beveridge has authored many books includin ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/fatima-bhutto,https://www.ovations.com.au/speakers/fatima-bhutto,Fatima Bhutto,"Fatima Bhutto is a highly accomplished and entertaining speaker. At fourteen-years-old Fatima Bhutto hid in a windowless dressing room, shielding her baby brother while shots rang out in the streets outside the family home in Karachi. This was the evening that her father Murtaza was murdered, along with six of his associates. 11 years later Benazir Bhutto, Fatima's aunt, and the woman she had pub ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Current%20Affairs,CURRENT AFFAIRS,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Social%20Responsibility,SOCIAL RESPONSIBILITY,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/carrie-bickmore,https://www.ovations.com.au/speakers/carrie-bickmore,Carrie Bickmore,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Adversity,ADVERSITY,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/comedy,COMEDY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Current%20Affairs,CURRENT AFFAIRS,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,"Carrie Bickmore is the laughing man's newsreader, unafraid to laugh at herself or the weirdness that can often be headline news. Currently a presenter on Network Ten's The Project (formerly The 7PM Project), Carrie was for many years the voice behind the weekday news on Melbourne's Nova 100, nominated for Best News Presenter at the Australian Commercial Radio Awards, and winning the award, with R ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/jon-bird,https://www.ovations.com.au/speakers/jon-bird,Jon Bird,,https://www.ovations.com.au/speakers/future-trends,FUTURE / TRENDS,https://www.ovations.com.au/speakers/marketing,MARKETING,https://www.ovations.com.au/speakers/retail,RETAIL,https://www.ovations.com.au/speakers/sales,SALES,https://www.ovations.com.au/speakers/facilitation,FACILITATION / MODERATOR,,,"Jon Bird has over three decades experience in retail marketing communications, starting as a copywriter and Creative Director and progressing to agency management. Jon was a founding partner of IdeaWorks, Australia's leading specialist retail marketing agency. Jon has also held the role of Director of Retail Marketing at M&C Saatchi, working across Australia, NZ and US markets. Jon currently CEO a ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/steve-bisley,https://www.ovations.com.au/speakers/steve-bisley,Steve Bisley,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,"An entertaining and animated presenter, Steve will share with you through love, laughter, joy, passion and sometimes tears. He will show you how to connect more effectively with those around you, but more importantly, he says, you might discover a little about yourself. He is an inspirational speaker and a polished master of ceremonies. ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/paul-blackburn,https://www.ovations.com.au/speakers/paul-blackburn,Paul Blackburn,,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,,,,,"Australia's own success coach, Paul Blackburn, has taught thousands of people to better their lives during his 18 years in the Human Potential Movement. Paul has instructed groups ranging in size from six to 600 and as a guest speaker has spoken to groups of more than six thousand. He has taught in Australia, New Zealand, the UK and the United States. Author of the popular book ""Beyond Success"", P ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/tony-blair,https://www.ovations.com.au/speakers/tony-blair,Tony Blair,,https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speakers/communication,COMMUNICATION,https://www.ovations.com.au/speaker-filter-search-results/speakers/Creative%20Thinking,CREATIVE THINKING,https://www.ovations.com.au/speakers/innovation-technology-social-media,INNOVATION / TECHNOLOGY,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/marketing,MARKETING,"Tony speaks on designs and facilitates conferences where you want actionable business outcomes. Any session from two hours to two days.
Tony is the Australian partner in the Quicksilver Group, an international team of Change Leadership facilitators.

Through the Quicksilver System of thinking learning communicating, they accelerate change and optimise business results by increasing the e ...",https://www.ovations.com.au/speaker-filter-search-results/speakers/Personal%20Development,PERSONAL DEVELOPMENT,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/kenneth-blanchard,https://www.ovations.com.au/speakers/kenneth-blanchard,Kenneth Blanchard,,https://www.ovations.com.au/speakers/change,CHANGE,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,,,,,,"Few people have impacted the day-to-day management of people and companies more than Ken Blanchard. A prominent author, speaker, and business consultant, Ken is characterised by friends, colleagues, and clients as one of the most insightful, powerful, and compassionate men in business today. When Ken speaks, he speaks from the heart with warmth and humour. He is a polished storyteller with a knack ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/alexander-blass,https://www.ovations.com.au/speakers/alexander-blass,Alexander Blass,,https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speaker-filter-search-results/speakers/Creative%20Thinking,CREATIVE THINKING,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,https://www.ovations.com.au/speakers/innovation-technology-social-media,INNOVATION / TECHNOLOGY,,,,,"Alexander Blass is an internationally acclaimed entrepreneur and innovator, and serves as President and CEO of an executive consulting and training firm based near Washington, DC. Now 36, he is the youngest grand prize winner ever of the Daily Record's Top Innovator of the Year Award, which credited him with 'revolutionizing charitable giving'. He is the inventor and founder of person-to-person gi ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/chris-bonington,https://www.ovations.com.au/speakers/chris-bonington,Chris Bonington,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Adventurer,ADVENTURER,https://www.ovations.com.au/speakers/leadership,LEADERSHIP,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/teambuilding,TEAMBUILDING,,,,,Chris Bonington is one of the most successful expedition leaders in the history of mountaineering and has established a reputation as an outstanding motivational speaker. He uses the superbly illustrated story of his two major expeditions to Everest as a case study that is linked and tailored to the needs of the cliÃ‚Â­ent. He has spoken to companies and organisations around the world and was a vi ...,,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/david-boon,https://www.ovations.com.au/speakers/david-boon,David Boon,,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,,,"One of Australias greatest international and domestic cricketers - David is now retired. He is a right-handed batsman and, occasionally, a right arm off-spin bowler. Throughout his career, he has been known to his opponents as a dangerous and prolific run maker, whether opening or at number 3. At the beginning of the 1995-96 season, he had amassed 5665 runs for Tasmania, at 41.96, and a total of ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/charley-boorman,https://www.ovations.com.au/speakers/charley-boorman,Charley Boorman,,https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,,,,,,,"Charley Boorman is an English actor and adventurer from Wimbledon, London. He took time off from movie work for various motorcycling adventures. Charley, along with long time friend Ewen McGregor embarked on a journey taking part in Long Way Down, a trip from John o' Groats in Scotland, to Cape Town, South Africa. This was first televised on BBC2. During this initial programme, it became public ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/nate-booth,https://www.ovations.com.au/speakers/nate-booth,Nate Booth,,https://www.ovations.com.au/speakers/change,CHANGE,https://www.ovations.com.au/speakers/motivation-inspiration,MOTIVATION / INSPIRATION,https://www.ovations.com.au/speakers/sales,SALES,,,,,,,"Dr. Nate Booth received his DDS degree from the University of Nebraska in 1991. He received his master's degree in counseling from the same school in 1983. From 1987 through 1997, Nate worked closely with Anthony Robbins in the development and delivery of corporate training programs ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/david-bornstein,https://www.ovations.com.au/speakers/david-bornstein,David Bornstein,,https://www.ovations.com.au/speakers/ceo-entrepreneur,CEOS / ENTREPRENEURS,https://www.ovations.com.au/speakers/change,CHANGE,https://www.ovations.com.au/speakers/corporate-culture,CORPORATE CULTURE,https://www.ovations.com.au/speakers/innovation-technology-social-media,INNOVATION / TECHNOLOGY,,,,,"Bornstein describes how, with determination and innovation, even a single person can make a positive change in the world. David Bornstein is the author of The Price of a Dream: The Story of the Grameen Bank, which chronicles the worldwide growth of the anti-poverty strategy 'micro-credit'. The Price of a Dream drew on ten months of research in villages in Bangladesh. It was selected by the San Fr ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/glen-boss,https://www.ovations.com.au/speakers/glen-boss,Glen Boss,,https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,"Glen explores his career which spanned from suffering a broken neck 5 years ago, facing the prospect of never walking again and developing the focus to go on to win 3 Melbourne Cups. In presentations he delivers to business groups, Glen, armed with footage of his big race successes, explains how his own strategic planning plays a major role in each challenge he faces, explaining that all circumsta ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/ian-botham,https://www.ovations.com.au/speakers/ian-botham,Ian Botham,,https://www.ovations.com.au/speakers/after-dinner,AFTER DINNER,https://www.ovations.com.au/speakers/sport,SPORT,,,,,,,,,'Beefy' as Ian Botham was affectionately nicknamed by friends and contemporaries because of his ever-increasing girth was probably the most charismatic cricketer in the history of English cricket. A great player Ian Botham was undoubtedly the one genuine match winner that England had in their side during the 80's. He possessed an unbelievable almost surreal ability to turn the fortunes of a match ...,,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/fifi-box,https://www.ovations.com.au/speakers/fifi-box,Fifi Box,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,,,"It all began for Fifi Box in 1995 while lying in hospital recovering from a life threatening illness. Unmotivated, bored and with two unfinished university degrees waiting to be resumed, she decided it was time to drop everything and pursue her dream - Radio. ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/steve-bracks,https://www.ovations.com.au/speakers/steve-bracks,Steve Bracks,,https://www.ovations.com.au/speaker-filter-search-results/speakers/Current%20Affairs,CURRENT AFFAIRS,https://www.ovations.com.au/speakers/economics-business,ECONOMICS / BUSINESS,,,,,,,,,"Steve Bracks became one of Victoria's most successful Premiers winning three consecutive elections including achieving record majorities in the 2002 and 2006 elections. Whilst Premier, Mr Bracks rebuilt Victoria's infrastructure and services while maintaining strong budgets and managing a growing economy. ...",,,,,,,,,,,,,,,,,,,
https://www.ovations.com.au/speakers/kate-bracks,https://www.ovations.com.au/speakers/kate-bracks,Kate Bracks,,https://www.ovations.com.au/speakers/celebrity,CELEBRITY,https://www.ovations.com.au/speaker-filter-search-results/speakers/Chef,CHEF,https://www.ovations.com.au/speakers/master-of-ceremonies,MASTER OF CEREMONIES,,,,,,,"What a year this has been for Kate! A full-time wife and mum who dabbled in a little primary school teaching has become Australia's Masterchef. Apart from her cherished role as wife and mother, Kate is taking on public speaking engagements, cooking demonstrations and appearances and is also working on her first cookbook. The book will reflect the 'Dessert Queen' title she was given on Masterche ...",,,,,,,,,,,,,,,,,,,
